id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position,r
1087156,ENSG00000011295,34191,TTC19,tetratricopeptide repeat domain 19,54902,17,n/a,n/a,0.533
1098061,ENSG00000163703,54827,CRELD1,cysteine-rich with EGF-like domains 1,78987,3,n/a,n/a,0.533
279994468,ENSG00000247061,0,AC005696.2,AC005696.2,0,17,n/a,n/a,0.533
1088847,ENSG00000092295,7009,TGM1,"transglutaminase 1 (K polypeptide epidermal type I, protein-glutamine-gamma-glutamyltransferase)",7051,14,n/a,n/a,0.533
1090536,ENSG00000109158,2541,GABRA4,"gamma-aminobutyric acid (GABA) A receptor, alpha 4",2557,4,n/a,n/a,0.533
279776089,ENSG00000224397,157121789,RP11-290F20.3,RP11-290F20.3,100506115,20,n/a,n/a,0.533
1100996,ENSG00000176225,25663,RTTN,rotatin,25914,18,n/a,n/a,0.533
1102341,ENSG00000183473,6713,SSTR3,somatostatin receptor 3,6753,22,n/a,n/a,0.533
1088328,ENSG00000079215,6471,SLC1A3,"solute carrier family 1 (glial high affinity glutamate transporter), member 3",6507,5,n/a,n/a,0.533
279852930,ENSG00000231244,0,PSMC1P3,"proteasome (prosome, macropain) 26S subunit, ATPase, 1 pseudogene 3",0,7,n/a,n/a,0.533
1093018,ENSG00000129159,3721,KCNC1,"potassium voltage-gated channel, Shaw-related subfamily, member 1",3746,11,n/a,n/a,0.533
279996123,ENSG00000247629,0,RP11-707G14.6,RP11-707G14.6,0,11,n/a,n/a,0.533
1096575,ENSG00000153246,22681,PLA2R1,"phospholipase A2 receptor 1, 180kDa",22925,2,n/a,n/a,0.533
279945605,ENSG00000240127,0,RP5-1100E15.3,RP5-1100E15.3,0,X,n/a,n/a,0.533
280094078,ENSG00000256234,0,RP11-283G6.4,RP11-283G6.4,0,12,n/a,n/a,0.532
1106396,ENSG00000215769,80565,AC103810.2,Importin subunit alpha-2-like protein,146880,17,n/a,n/a,0.532
1089786,ENSG00000104327,789,CALB1,"calbindin 1, 28kDa",793,8,n/a,n/a,0.532
1099067,ENSG00000167524,79036,AC005726.6,Uncharacterized serine/threonine-protein kinase SgK494,124923,17,n/a,n/a,0.532
1092182,ENSG00000122547,56591,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1,80820,7,n/a,n/a,0.532
279861908,ENSG00000232023,0,AC009410.1,AC009410.1,0,2,n/a,n/a,0.532
279895915,ENSG00000235016,1014501,RP11-493K19.3,RP11-493K19.3,100129060,3,n/a,n/a,0.532
279928816,ENSG00000237996,0,RP11-258A12.3,RP11-258A12.3,0,10,n/a,n/a,0.532
279941649,ENSG00000239642,0,AC034228.7,AC034228.7,0,5,n/a,n/a,0.532
279965952,ENSG00000242411,0,CTD-2086L14.1,CTD-2086L14.1,0,19,n/a,n/a,0.532
279990332,ENSG00000245552,0,RP11-712B9.2,RP11-712B9.2,0,11,n/a,n/a,0.532
279861944,ENSG00000232027,0,RP11-275F13.3,RP11-275F13.3,0,1,n/a,n/a,0.532
279881469,ENSG00000233754,0,AP001628.7,AP001628.7,0,21,n/a,n/a,0.532
1108586,ENSG00000236312,0,CTB-31C7.1,CTB-31C7.1,0,19,n/a,n/a,0.532
1099149,ENSG00000167766,35058,ZNF83,zinc finger protein 83,55769,19,n/a,n/a,0.532
279991784,ENSG00000246022,157127591,ALDH1L1-AS2,ALDH1L1 antisense RNA 2 (non-protein coding),100862662,3,n/a,n/a,0.532
279983251,ENSG00000244252,0,RP11-495P10.7,RP11-495P10.7,0,1,n/a,n/a,0.532
280109960,ENSG00000257918,0,RP11-482D24.3,RP11-482D24.3,0,12,n/a,n/a,0.532
1097750,ENSG00000162676,2656,GFI1,growth factor independent 1 transcription repressor,2672,1,n/a,n/a,0.532
1105086,ENSG00000204311,181104,DFNB59,"deafness, autosomal recessive 59",494513,2,n/a,n/a,0.532
279789703,ENSG00000225606,0,AC005281.2,AC005281.2,0,7,n/a,n/a,0.532
1106857,ENSG00000224975,0,INE1,inactivation escape 1 (non-protein coding),0,X,n/a,n/a,0.532
1089421,ENSG00000101452,38084,DHX35,DEAH (Asp-Glu-Ala-His) box polypeptide 35,60625,20,n/a,n/a,0.531
1092055,ENSG00000121310,34557,ECHDC2,enoyl CoA hydratase domain containing 2,55268,1,n/a,n/a,0.531
279948041,ENSG00000240371,0,RP11-624G17.1,RP11-624G17.1,0,11,n/a,n/a,0.531
279768901,ENSG00000223831,0,RP1-56J10.8,RP1-56J10.8,0,22,n/a,n/a,0.531
279746432,ENSG00000217495,0,RP1-95L4.2,RP1-95L4.2,0,6,n/a,n/a,0.531
280110861,ENSG00000257991,0,RP11-2H8.3,RP11-2H8.3,0,12,n/a,n/a,0.531
1089195,ENSG00000100445,36227,SDR39U1,"short chain dehydrogenase/reductase family 39U, member 1",56948,14,n/a,n/a,0.531
279963642,ENSG00000242190,0,RP11-142L1.1,RP11-142L1.1,0,3,n/a,n/a,0.531
279815157,ENSG00000227836,0,AC008850.3,AC008850.3,0,5,n/a,n/a,0.531
1102198,ENSG00000182870,30104,GALNT9,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (GalNAc-T9),50614,12,n/a,n/a,0.531
280082117,ENSG00000255165,0,CTD-2609K8.3,CTD-2609K8.3,0,11,n/a,n/a,0.531
279737516,ENSG00000215162,0,LINC00269,long intergenic non-protein coding RNA 269,0,X,n/a,n/a,0.531
1095838,ENSG00000147050,7360,KDM6A,lysine (K)-specific demethylase 6A,7403,X,n/a,n/a,0.531
279981961,ENSG00000244103,0,TRNAK37P,transfer RNA lysine 37 (anticodon CUU) pseudogene,0,16,n/a,n/a,0.531
1104433,ENSG00000197912,6647,SPG7,spastic paraplegia 7 (pure and complicated autosomal recessive),6687,16,n/a,n/a,0.531
1102342,ENSG00000183474,168104,GTF2H2C,"general transcription factor IIH, polypeptide 2C",728340,5,n/a,n/a,0.531
1092099,ENSG00000121769,2155,FABP3,"fatty acid binding protein 3, muscle and heart (mammary-derived growth inhibitor)",2170,1,n/a,n/a,0.531
279970736,ENSG00000242958,0,RP11-662B19.1,RP11-662B19.1,0,8,n/a,n/a,0.531
1090461,ENSG00000108651,35102,UTP6,"UTP6, small subunit (SSU) processome component, homolog (yeast)",55813,17,n/a,n/a,0.53
279799895,ENSG00000226476,0,RP11-776H12.1,RP11-776H12.1,0,1,n/a,n/a,0.53
280056335,ENSG00000253403,0,RP11-348M17.2,RP11-348M17.2,0,5,n/a,n/a,0.53
1105632,ENSG00000206082,0,AC010507.1,Uncharacterized protein,0,19,n/a,n/a,0.53
279743805,ENSG00000215973,1013765,MIR933,microRNA 933,100126350,2,n/a,n/a,0.53
1087198,ENSG00000013375,5206,PGM3,phosphoglucomutase 3,5238,6,n/a,n/a,0.53
279657665,ENSG00000199452,0,SNORA71,Small nucleolar RNA SNORA71,0,20,n/a,n/a,0.53
279750784,ENSG00000220614,0,RP11-480N24.4,RP11-480N24.4,0,6,n/a,n/a,0.53
279716634,ENSG00000212396,0,5S_rRNA,5S ribosomal RNA,0,10,n/a,n/a,0.53
279999206,ENSG00000248245,0,CTB-49A3.2,CTB-49A3.2,0,5,n/a,n/a,0.53
279954326,ENSG00000241155,0,ARHGAP31-AS1,ARHGAP31 antisense RNA 1 (non-protein coding),0,3,n/a,n/a,0.53
1094645,ENSG00000138755,4258,CXCL9,chemokine (C-X-C motif) ligand 9,4283,4,n/a,n/a,0.53
1088976,ENSG00000099365,76608,STX1B,syntaxin 1B,112755,16,n/a,n/a,0.53
280105449,ENSG00000257458,0,RP11-473C19.1,RP11-473C19.1,0,12,n/a,n/a,0.53
1087446,ENSG00000041515,22781,MYO16,myosin XVI,23026,13,n/a,n/a,0.53
280076317,ENSG00000254815,0,RP11-496I9.1,RP11-496I9.1,0,11,n/a,n/a,0.53
1097602,ENSG00000161912,85755,RP1-238O23.5,RP1-238O23.5,221442,6,n/a,n/a,0.529
1095145,ENSG00000142227,1999,EMP3,epithelial membrane protein 3,2014,19,n/a,n/a,0.529
1089801,ENSG00000104412,9550,TTC35,tetratricopeptide repeat domain 35,9694,8,n/a,n/a,0.529
280015816,ENSG00000249643,0,RP11-436H11.6,RP11-436H11.6,0,5,n/a,n/a,0.529
1098373,ENSG00000164708,5192,PGAM2,phosphoglycerate mutase 2 (muscle),5224,7,n/a,n/a,0.529
1105378,ENSG00000205085,110218,FAM71F2,"family with sequence similarity 71, member F2",346653,7,n/a,n/a,0.529
1107328,ENSG00000228071,0,CTA-481E9.1,CTA-481E9.1,0,16,n/a,n/a,0.529
1102070,ENSG00000182308,94572,DCAF4L1,DDB1 and CUL4 associated factor 4-like 1,285429,4,n/a,n/a,0.529
1087467,ENSG00000043355,7503,ZIC2,Zic family member 2,7546,13,n/a,n/a,0.529
1090626,ENSG00000110031,9268,LPXN,leupaxin,9404,11,n/a,n/a,0.529
280041724,ENSG00000251643,0,RP11-91J3.1,RP11-91J3.1,0,4,n/a,n/a,0.529
1096425,ENSG00000152117,80925,AC093838.4,AC093838.4,150776,2,n/a,n/a,0.529
279786972,ENSG00000225374,0,GS1-526D21.5,GS1-526D21.5,0,X,n/a,n/a,0.529
1096078,ENSG00000148942,81459,SLC5A12,"solute carrier family 5 (sodium/glucose cotransporter), member 12",159963,11,n/a,n/a,0.529
279979681,ENSG00000243854,0,AC024902.1,AC024902.1,0,12,n/a,n/a,0.529
279984632,ENSG00000244363,0,RP11-526L22.1,RP11-526L22.1,0,5,n/a,n/a,0.529
279772984,ENSG00000224152,0,AC009506.1,AC009506.1,0,2,n/a,n/a,0.529
279953423,ENSG00000241047,0,AC008434.2,AC008434.2,0,5,n/a,n/a,0.529
1104828,ENSG00000198944,79610,ANKRD43,ankyrin repeat domain 43,134548,5,n/a,n/a,0.529
1098332,ENSG00000164543,9135,STK17A,serine/threonine kinase 17a,9263,7,n/a,n/a,0.529
1090428,ENSG00000108465,56080,CDK5RAP3,CDK5 regulatory subunit associated protein 3,80279,17,n/a,n/a,0.529
1099967,ENSG00000171189,2880,GRIK1,"glutamate receptor, ionotropic, kainate 1",2897,21,n/a,n/a,0.529
1090344,ENSG00000107819,57535,SFXN3,sideroflexin 3,81855,10,n/a,n/a,0.529
279711713,ENSG00000211530,0,AL354933.1,AL354933.1,0,6,n/a,n/a,0.529
279550855,ENSG00000185485,90305,SDHAP1,"succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 1",255812,3,n/a,n/a,0.529
1087799,ENSG00000065371,34052,ROPN1,rhophilin associated tail protein 1,54763,3,n/a,n/a,0.528
280047863,ENSG00000252498,0,U6,U6 spliceosomal RNA,0,6,n/a,n/a,0.528
1092314,ENSG00000123594,60191,ATXN3L,ataxin 3-like,92552,X,n/a,n/a,0.528
1097385,ENSG00000160194,4705,NDUFV3,"NADH dehydrogenase (ubiquinone) flavoprotein 3, 10kDa",4731,21,n/a,n/a,0.528
279977698,ENSG00000243685,0,AL122001.1,AL122001.1,0,1,n/a,n/a,0.528
1101592,ENSG00000179532,80347,DNHD1,dynein heavy chain domain 1,144132,11,n/a,n/a,0.528
280119525,ENSG00000258672,0,RP11-543C4.3,RP11-543C4.3,0,14,n/a,n/a,0.528
279495677,ENSG00000179452,1019731,RP11-380B22.1,RP11-380B22.1,100287948,1,n/a,n/a,0.528
1088668,ENSG00000088836,58175,SLC4A11,"solute carrier family 4, sodium borate transporter, member 11",83959,20,n/a,n/a,0.528
1103481,ENSG00000188130,6266,MAPK12,mitogen-activated protein kinase 12,6300,22,n/a,n/a,0.528
279909994,ENSG00000236364,0,RP11-525G13.2,RP11-525G13.2,0,1,n/a,n/a,0.528
1089288,ENSG00000100911,5689,PSME2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5721,14,n/a,n/a,0.528
279944577,ENSG00000240007,0,BX284650.4,BX284650.4,0,1,n/a,n/a,0.528
1100073,ENSG00000171606,10624,ZNF274,zinc finger protein 274,10782,19,n/a,n/a,0.528
280088725,ENSG00000255641,0,RP11-277P12.6,Uncharacterized protein,0,12,n/a,n/a,0.528
1094304,ENSG00000136950,57552,ARPC5L,"actin related protein 2/3 complex, subunit 5-like",81873,9,n/a,n/a,0.528
1100913,ENSG00000175785,80426,PRIMA1,proline rich membrane anchor 1,145270,14,n/a,n/a,0.528
279840938,ENSG00000230189,0,GS1-124K5.2,GS1-124K5.2,0,7,n/a,n/a,0.528
1109133,ENSG00000244242,126202,IFITM10,interferon induced transmembrane protein 10,402778,11,n/a,n/a,0.528
1098817,ENSG00000166450,94038,PRTG,protogenin,283659,15,n/a,n/a,0.528
280091599,ENSG00000255955,0,AL136362.1,AL136362.1,0,X,n/a,n/a,0.528
1098035,ENSG00000163633,157122617,C4orf36,chromosome 4 open reading frame 36,100506746,4,n/a,n/a,0.527
279673227,ENSG00000203843,0,PFN1P2,profilin 1 pseudogene 2,0,1,n/a,n/a,0.527
279720748,ENSG00000213304,0,CTC-398G3.1,CTC-398G3.1,0,19,n/a,n/a,0.527
279920912,ENSG00000237338,0,AP001475.1,AP001475.1,0,21,n/a,n/a,0.527
1087933,ENSG00000068971,5494,PPP2R5B,"protein phosphatase 2, regulatory subunit B', beta",5526,11,n/a,n/a,0.527
279938216,ENSG00000239223,0,RP11-173M1.1,RP11-173M1.1,0,17,n/a,n/a,0.527
279705970,ENSG00000207152,0,SNORA67,"small nucleolar RNA, H/ACA box 67",0,17,n/a,n/a,0.527
1097410,ENSG00000160285,4022,LSS,"lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)",4047,21,n/a,n/a,0.527
279987094,ENSG00000244625,0,CTA-211A9.5,CTA-211A9.5,0,22,n/a,n/a,0.527
279791697,ENSG00000225774,0,SIRPAP1,signal-regulatory protein alpha pseudogene 1,0,22,n/a,n/a,0.527
280009590,ENSG00000249106,0,RP11-806K15.1,RP11-806K15.1,0,4,n/a,n/a,0.527
1108132,ENSG00000233214,0,AC002511.2,AC002511.2,0,19,n/a,n/a,0.527
1094833,ENSG00000140009,2085,ESR2,estrogen receptor 2 (ER beta),2100,14,n/a,n/a,0.527
1090405,ENSG00000108309,10742,RUNDC3A,RUN domain containing 3A,10900,17,n/a,n/a,0.527
1095549,ENSG00000144802,40933,NFKBIZ,"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta",64332,3,n/a,n/a,0.527
279518929,ENSG00000182722,0,SEPHS1P1,selenophosphate synthetase 1 pseudogene 1,0,7,n/a,n/a,0.527
279733771,ENSG00000214815,0,AC008265.2,AC008265.2,0,7,n/a,n/a,0.527
1108340,ENSG00000234603,0,AL356740.1,AL356740.1,0,13,n/a,n/a,0.527
1097966,ENSG00000163467,79265,C1orf182,chromosome 1 open reading frame 182,128229,1,n/a,n/a,0.527
279886634,ENSG00000234222,0,RP11-315I20.1,RP11-315I20.1,0,1,n/a,n/a,0.527
279788309,ENSG00000225489,0,RP11-390F4.3,RP11-390F4.3,0,9,n/a,n/a,0.527
279811768,ENSG00000227515,0,C1DP4,C1D nuclear receptor corepressor pseudogene 4,0,10,n/a,n/a,0.527
1098038,ENSG00000163636,9717,PSMD6,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 6",9861,3,n/a,n/a,0.526
279964517,ENSG00000242267,0,RP5-1024N4.1,RP5-1024N4.1,0,1,n/a,n/a,0.526
280100965,ENSG00000257045,0,RP11-486F17.1,RP11-486F17.1,0,2,n/a,n/a,0.526
279886474,ENSG00000234206,0,RP1-67A8.3,RP1-67A8.3,0,6,n/a,n/a,0.526
1099253,ENSG00000168135,3736,KCNJ4,"potassium inwardly-rectifying channel, subfamily J, member 4",3761,22,n/a,n/a,0.526
279698208,ENSG00000205837,125356,LINC00487,long intergenic non-protein coding RNA 487,400941,2,n/a,n/a,0.526
279823208,ENSG00000228577,0,AC010731.2,AC010731.2,0,2,n/a,n/a,0.526
280079661,ENSG00000255027,0,RP11-680F20.9,Uncharacterized protein,0,11,n/a,n/a,0.526
279767438,ENSG00000223727,0,AC026188.1,AC026188.1,0,3,n/a,n/a,0.526
1108437,ENSG00000235268,123784,KDM4DL,lysine (K)-specific demethylase 4D-like,390245,11,n/a,n/a,0.526
279985891,ENSG00000244493,0,SLC9A9-AS2,SLC9A9 antisense RNA 2 (non-protein coding),0,3,n/a,n/a,0.526
279987906,ENSG00000244701,0,RP5-894A10.2,RP5-894A10.2,0,7,n/a,n/a,0.526
1104588,ENSG00000198369,83588,SPRED2,"sprouty-related, EVH1 domain containing 2",200734,2,n/a,n/a,0.526
1102054,ENSG00000182230,157123423,FAM153B,"family with sequence similarity 153, member B",100507387,5,n/a,n/a,0.526
279887737,ENSG00000234327,0,AC012146.7,AC012146.7,0,17,n/a,n/a,0.526
1092613,ENSG00000125772,35541,GPCPD1,glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae),56261,20,n/a,n/a,0.526
279730933,ENSG00000214514,94185,KRT42P,keratin 42 pseudogene,284116,17,n/a,n/a,0.526
1103853,ENSG00000196204,134307,RNF216P1,ring finger protein 216 pseudogene 1,441191,7,n/a,n/a,0.526
279879191,ENSG00000233540,0,DNM3-IT1,DNM3 intronic transcript 1 (non-protein coding),0,1,n/a,n/a,0.526
1103136,ENSG00000186628,78957,FSD2,fibronectin type III and SPRY domain containing 2,123722,15,n/a,n/a,0.526
1095812,ENSG00000146828,36275,SLC12A9,"solute carrier family 12 (potassium/chloride transporters), member 9",56996,7,n/a,n/a,0.525
280110945,ENSG00000258007,0,RP11-350G24.1,RP11-350G24.1,0,12,n/a,n/a,0.525
279846047,ENSG00000230615,0,RP5-1198O20.4,RP5-1198O20.4,0,1,n/a,n/a,0.525
1093837,ENSG00000134574,1631,DDB2,"damage-specific DNA binding protein 2, 48kDa",1643,11,n/a,n/a,0.525
279846909,ENSG00000230701,0,SHFM3P1,SHFM3P1,0,22,n/a,n/a,0.525
1092122,ENSG00000121957,29634,GPSM2,G-protein signaling modulator 2,29899,1,n/a,n/a,0.525
279872319,ENSG00000232953,0,AC097635.2,AC097635.2,0,3,n/a,n/a,0.525
1096622,ENSG00000153820,56110,SPHKAP,"SPHK1 interactor, AKAP domain containing",80309,2,n/a,n/a,0.525
1105707,ENSG00000212125,0,TAS2R15,"taste receptor, type 2, member 15 pseudogene",0,12,n/a,n/a,0.525
1094996,ENSG00000141140,55980,MYO19,myosin XIX,80179,17,n/a,n/a,0.525
280097276,ENSG00000256604,0,MIR4448,microRNA 4448,0,7,n/a,n/a,0.525
1095063,ENSG00000141542,10808,RAB40B,"RAB40B, member RAS oncogene family",10966,17,n/a,n/a,0.525
1089980,ENSG00000105376,7044,ICAM5,"intercellular adhesion molecule 5, telencephalin",7087,19,n/a,n/a,0.525
1096449,ENSG00000152268,10271,SPON1,"spondin 1, extracellular matrix protein",10418,11,n/a,n/a,0.525
1097822,ENSG00000162929,58743,KIAA1841,KIAA1841,84542,2,n/a,n/a,0.525
1094048,ENSG00000135722,34625,FBXL8,F-box and leucine-rich repeat protein 8,55336,16,n/a,n/a,0.525
280059406,ENSG00000253641,0,RP11-981G7.2,RP11-981G7.2,0,8,n/a,n/a,0.525
1088655,ENSG00000088543,30643,C3orf18,chromosome 3 open reading frame 18,51161,3,n/a,n/a,0.525
279665568,ENSG00000201784,0,SNORD14A,"small nucleolar RNA, C/D box 14A",0,11,n/a,n/a,0.525
1095333,ENSG00000143466,9497,IKBKE,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon",9641,1,n/a,n/a,0.524
1091680,ENSG00000118162,10974,KPTN,kaptin (actin binding protein),11133,19,n/a,n/a,0.524
280025489,ENSG00000250379,0,RP11-23P13.4,RP11-23P13.4,0,15,n/a,n/a,0.524
1099562,ENSG00000169442,1037,CD52,CD52 molecule,1043,1,n/a,n/a,0.524
279967429,ENSG00000242575,0,AC012501.3,AC012501.3,0,2,n/a,n/a,0.524
279981647,ENSG00000244055,0,AC007566.10,AC007566.10,0,7,n/a,n/a,0.524
279991869,ENSG00000246051,0,AC020915.1,AC020915.1,0,19,n/a,n/a,0.524
1098127,ENSG00000163915,165577,C3orf65,chromosome 3 open reading frame 65,646600,3,n/a,n/a,0.524
1088221,ENSG00000076513,59679,ANKRD13A,ankyrin repeat domain 13A,88455,12,n/a,n/a,0.524
279882040,ENSG00000233806,0,AC131097.3,AC131097.3,0,2,n/a,n/a,0.524
279512784,ENSG00000182109,0,RP11-69E11.4,RP11-69E11.4,0,1,n/a,n/a,0.524
279866351,ENSG00000232450,0,RP4-730K3.3,RP4-730K3.3,0,1,n/a,n/a,0.524
1107827,ENSG00000231330,0,AL136962.1,AL136962.1,0,13,n/a,n/a,0.524
279924546,ENSG00000237640,0,RP4-604G5.1,RP4-604G5.1,0,7,n/a,n/a,0.524
1091557,ENSG00000117013,9009,KCNQ4,"potassium voltage-gated channel, KQT-like subfamily, member 4",9132,1,n/a,n/a,0.524
279777812,ENSG00000224543,0,AC012318.1,Uncharacterized protein,0,19,n/a,n/a,0.524
279915223,ENSG00000236841,0,AC007750.5,AC007750.5,0,2,n/a,n/a,0.523
279864892,ENSG00000232295,157123395,RP11-154D6.1,RP11-154D6.1,100507367,6,n/a,n/a,0.523
280075107,ENSG00000254729,0,XXbac-BPG116M5.15,XXbac-BPG116M5.15,0,6,n/a,n/a,0.523
1086956,ENSG00000005381,4327,MPO,myeloperoxidase,4353,17,n/a,n/a,0.523
280117410,ENSG00000258547,0,RP11-909M7.3,RP11-909M7.3,0,14,n/a,n/a,0.523
1099787,ENSG00000170445,3018,HARS,histidyl-tRNA synthetase,3035,5,n/a,n/a,0.523
279966076,ENSG00000242429,0,RP11-19G24.2,RP11-19G24.2,0,17,n/a,n/a,0.523
1100067,ENSG00000171574,83646,ZNF584,zinc finger protein 584,201514,19,n/a,n/a,0.523
279865676,ENSG00000232385,0,AC069292.6,AC069292.6,0,7,n/a,n/a,0.523
279619518,ENSG00000197210,0,KB-1592A4.15,KB-1592A4.15,0,22,n/a,n/a,0.523
279750028,ENSG00000219881,0,GAPDHP42,glyceraldehyde 3 phosphate dehydrogenase pseudogene 42,0,6,n/a,n/a,0.523
1102433,ENSG00000183763,10147,TRAIP,TRAF interacting protein,10293,3,n/a,n/a,0.522
280089924,ENSG00000255767,0,RP13-512J5.1,RP13-512J5.1,0,2,n/a,n/a,0.522
280017867,ENSG00000249796,0,AC069213.1,AC069213.1,0,3,n/a,n/a,0.522
279918652,ENSG00000237159,0,RP11-296L22.4,RP11-296L22.4,0,9,n/a,n/a,0.522
280066036,ENSG00000254101,0,RP11-30J20.1,RP11-30J20.1,0,8,n/a,n/a,0.522
279765472,ENSG00000223561,0,AC003090.1,AC003090.1,0,7,n/a,n/a,0.522
279871472,ENSG00000232883,0,RP11-302I18.1,RP11-302I18.1,0,1,n/a,n/a,0.522
1095532,ENSG00000144677,10071,CTDSPL,"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like",10217,3,n/a,n/a,0.522
279702904,ENSG00000206620,0,SNORD45C,"small nucleolar RNA, C/D box 45C",0,1,n/a,n/a,0.522
1108927,ENSG00000240053,37310,LY6G5B,"lymphocyte antigen 6 complex, locus G5B",58496,6,n/a,n/a,0.522
279724221,ENSG00000213707,0,HMGB1P10,high mobility group box 1 pseudogene 10,0,22,n/a,n/a,0.522
279848378,ENSG00000230841,0,RP5-915N17.3,RP5-915N17.3,0,1,n/a,n/a,0.522
280068291,ENSG00000254254,0,RP11-17A4.2,RP11-17A4.2,0,8,n/a,n/a,0.522
1088408,ENSG00000081277,5285,PKP1,plakophilin 1 (ectodermal dysplasia/skin fragility syndrome),5317,1,n/a,n/a,0.522
279827743,ENSG00000228974,0,AC006483.5,AC006483.5,0,7,n/a,n/a,0.522
280042564,ENSG00000251730,0,SNORA4,Small nucleolar RNA SNORA4,0,3,n/a,n/a,0.522
280001418,ENSG00000248415,0,GAPDHP61,glyceraldehyde 3 phosphate dehydrogenase pseudogene 61,0,15,n/a,n/a,0.522
280114262,ENSG00000258365,0,RP11-1105G2.3,Uncharacterized protein,0,12,n/a,n/a,0.522
279898662,ENSG00000235266,0,RP11-753C18.8,RP11-753C18.8,0,10,n/a,n/a,0.522
279995343,ENSG00000247324,157121777,AC010547.1,AC010547.1,100506105,16,n/a,n/a,0.522
1091229,ENSG00000114812,7390,VIPR1,vasoactive intestinal peptide receptor 1,7433,3,n/a,n/a,0.522
279750281,ENSG00000220181,0,RP11-486M3.2,RP11-486M3.2,0,6,n/a,n/a,0.522
279805532,ENSG00000226957,0,RP4-533D7.4,RP4-533D7.4,0,1,n/a,n/a,0.521
1088869,ENSG00000092969,7000,TGFB2,"transforming growth factor, beta 2",7042,1,n/a,n/a,0.521
279959325,ENSG00000241714,0,RP11-76P2.2,RP11-76P2.2,0,10,n/a,n/a,0.521
279934934,ENSG00000238713,0,Y_RNA,Y RNA,0,4,n/a,n/a,0.521
280003552,ENSG00000248596,158589,RP11-844P9.2,RP11-844P9.2,643201,5,n/a,n/a,0.521
280104294,ENSG00000257336,0,RP11-249J13.1,RP11-249J13.1,0,12,n/a,n/a,0.521
279865206,ENSG00000232328,0,AC011286.1,AC011286.1,0,2,n/a,n/a,0.521
279846526,ENSG00000230659,0,RP11-466F5.9,RP11-466F5.9,0,1,n/a,n/a,0.521
280108886,ENSG00000257808,0,RP11-1136G11.8,RP11-1136G11.8,0,12,n/a,n/a,0.521
279976087,ENSG00000243527,0,AC109329.1,AC109329.1,0,8,n/a,n/a,0.521
280039043,ENSG00000251455,0,RP11-164P12.3,RP11-164P12.3,0,4,n/a,n/a,0.521
279836147,ENSG00000229751,0,RP11-142M10.2,RP11-142M10.2,0,10,n/a,n/a,0.521
1094884,ENSG00000140400,4098,MAN2C1,"mannosidase, alpha, class 2C, member 1",4123,15,n/a,n/a,0.521
1103033,ENSG00000186207,90227,LCE5A,late cornified envelope 5A,254910,1,n/a,n/a,0.52
279960134,ENSG00000241818,0,RP11-1000B6.2,RP11-1000B6.2,0,15,n/a,n/a,0.52
279705452,ENSG00000207066,26545,SNORD50A,"small nucleolar RNA, C/D box 50A",26799,6,n/a,n/a,0.52
279964544,ENSG00000242268,157123815,RP11-368I23.2,RP11-368I23.2,100507661,3,n/a,n/a,0.52
279859780,ENSG00000231856,0,RP11-327P2.5,RP11-327P2.5,0,13,n/a,n/a,0.52
1102443,ENSG00000183785,31287,TUBA8,"tubulin, alpha 8",51807,22,n/a,n/a,0.52
280022942,ENSG00000250185,0,RCC2P8,regulator of chromosome condensation 2 pseudogene 8,0,4,n/a,n/a,0.52
280093062,ENSG00000256098,0,RP11-691F15.1,RP11-691F15.1,0,11,n/a,n/a,0.52
1098295,ENSG00000164393,85862,GPR111,G protein-coupled receptor 111,222611,6,n/a,n/a,0.52
1098066,ENSG00000163728,81000,TTC14,tetratricopeptide repeat domain 14,151613,3,n/a,n/a,0.52
280093935,ENSG00000256218,0,RP11-1038A11.2,RP11-1038A11.2,0,12,n/a,n/a,0.52
279994127,ENSG00000246889,0,AP000487.5,AP000487.5,0,11,n/a,n/a,0.52
279887943,ENSG00000234353,0,AP000347.4,AP000347.4,0,22,n/a,n/a,0.52
1096064,ENSG00000148824,60146,MTG1,Mitochondrial GTPase 1,92170,10,n/a,n/a,0.52
1095869,ENSG00000147223,60142,RIPPLY1,ripply1 homolog (zebrafish),92129,X,n/a,n/a,0.52
1089085,ENSG00000100150,9537,DEPDC5,DEP domain containing 5,9681,22,n/a,n/a,0.52
1089092,ENSG00000100181,122624,AC005301.5,AC005301.5,387590,22,n/a,n/a,0.52
1088085,ENSG00000072858,34136,SIDT1,"SID1 transmembrane family, member 1",54847,3,n/a,n/a,0.52
1092658,ENSG00000125888,80163,BANF2,barrier to autointegration factor 2,140836,20,n/a,n/a,0.52
